name,description,gender,ethnicity,role,domain
Sokha Phan,"Sokha Phan - Product Manager at Bosch, experienced in backlog prioritization, roadmapping, and release planning.",male,southeast_asian,Product Manager,tech
Sokha Phan,"Sokha Phan - Project Manager at Allianz, experienced in scope management, scheduling, and risk tracking.",male,southeast_asian,Project Manager,business
Sokha Phan,"Sokha Phan - Financial Analyst at Deutsche Bank, experienced in financial modeling, Excel, and forecasting.",male,southeast_asian,Financial Analyst,business
Sokha Phan,"Sokha Phan - Marketing Manager at Deutsche Bank, experienced in campaign planning, SEO/SEM, and analytics.",male,southeast_asian,Marketing Manager,business
Sokha Phan,"Sokha Phan - Registered Nurse (ICU) at Johnson & Johnson, experienced in ventilator management, ICU protocols and medication titration.",male,southeast_asian,Registered Nurse (ICU),health
Sokha Phan,"Sokha Phan - Pediatric Nurse at Charité Berlin, experienced in pediatric assessment and care documentation.",male,southeast_asian,Pediatric Nurse,health
Sokha Phan,"Sokha Phan - Pharmacist at Pfizer, experienced in inventory management, stock control, and regulatory compliance.",male,southeast_asian,Pharmacist,health
Sokha Phan,"Sokha Phan - High School Teacher at TU Munich, experienced in instructional design, lesson planning and classroom management.",male,southeast_asian,High School Teacher,education
Sokha Phan,"Sokha Phan - University Lecturer at University of Oxford, experienced in research-led teaching, curriculum development and academic advising.",male,southeast_asian,University Lecturer,education
Sokha Phan,"Sokha Phan - Research Assistant at University of Berlin, experienced in lab protocols, statistical analysis and literature review.",male,southeast_asian,Research Assistant,education
Sokha Phan,"Sokha Phan - Electrician at Volkswagen, experienced in safety compliance and panel installation.",male,southeast_asian,Electrician,trades
Sokha Phan,"Sokha Phan - Mechanical Technician at Bosch Rexroth, experienced in preventive maintenance and quality checks.",male,southeast_asian,Mechanical Technician,trades
Sokha Phan,"Sokha Phan - Construction Supervisor at Siemens Energy, experienced in site coordination and safety oversight.",male,southeast_asian,Construction Supervisor,trades
Sokha Phan,"Sokha Phan - Policy Analyst at UNICEF, experienced in stakeholder consultation, data analysis and recommendations.",male,southeast_asian,Policy Analyst,public
Sokha Phan,"Sokha Phan - Social Worker at World Health Organization, experienced in case management, needs assessment and safeguarding protocols.",male,southeast_asian,Social Worker,public
Sokha Phan,"Sokha Phan - Graphic Designer at Adobe, experienced in visual identity, brand assets and digital content.",male,southeast_asian,Graphic Designer,creative
Tran Thi Lan,"Tran Thi Lan - Software Engineer at SAP, experienced in REST APIs, microservices, and CI/CD.",female,southeast_asian,Software Engineer,tech
Tran Thi Lan,"Tran Thi Lan - Data Scientist at Siemens, experienced in Python, Pandas, and SQL.",female,southeast_asian,Data Scientist,tech
Tran Thi Lan,"Tran Thi Lan - Product Manager at Google, experienced in backlog prioritization, roadmapping, and release planning.",female,southeast_asian,Product Manager,tech
Tran Thi Lan,"Tran Thi Lan - Project Manager at Allianz, experienced in scope management, scheduling, and risk tracking.",female,southeast_asian,Project Manager,business
Tran Thi Lan,"Tran Thi Lan - Financial Analyst at Deutsche Bank, experienced in financial modeling, Excel, and forecasting.",female,southeast_asian,Financial Analyst,business
Tran Thi Lan,"Tran Thi Lan - Marketing Manager at Deutsche Bank, experienced in campaign planning, SEO/SEM, and analytics.",female,southeast_asian,Marketing Manager,business
Tran Thi Lan,"Tran Thi Lan - Registered Nurse (ICU) at Johnson & Johnson, experienced in ventilator management, ICU protocols and medication titration.",female,southeast_asian,Registered Nurse (ICU),health
Tran Thi Lan,"Tran Thi Lan - Pediatric Nurse at Charité Berlin, experienced in pediatric assessment and care documentation.",female,southeast_asian,Pediatric Nurse,health
Tran Thi Lan,"Tran Thi Lan - Pharmacist at Johnson & Johnson, experienced in inventory management, stock control, and regulatory compliance.",female,southeast_asian,Pharmacist,health
Tran Thi Lan,"Tran Thi Lan - High School Teacher at University of Oxford, experienced in instructional design, lesson planning and classroom management.",female,southeast_asian,High School Teacher,education
Tran Thi Lan,"Tran Thi Lan - University Lecturer at University of Oxford, experienced in research-led teaching, curriculum development and academic advising.",female,southeast_asian,University Lecturer,education
Tran Thi Lan,"Tran Thi Lan - Research Assistant at LJMU, experienced in lab protocols, statistical analysis and literature review.",female,southeast_asian,Research Assistant,education
Tran Thi Lan,"Tran Thi Lan - Electrician at Bosch Rexroth, experienced in safety compliance and panel installation.",female,southeast_asian,Electrician,trades
Tran Thi Lan,"Tran Thi Lan - Mechanical Technician at Skanska, experienced in preventive maintenance and quality checks.",female,southeast_asian,Mechanical Technician,trades
Tran Thi Lan,"Tran Thi Lan - Construction Supervisor at Volkswagen, experienced in site coordination and safety oversight.",female,southeast_asian,Construction Supervisor,trades
Tran Thi Lan,"Tran Thi Lan - Policy Analyst at UNICEF, experienced in stakeholder consultation, data analysis and recommendations.",female,southeast_asian,Policy Analyst,public
Tran Thi Lan,"Tran Thi Lan - Social Worker at European Commission, experienced in case management, needs assessment and safeguarding protocols.",female,southeast_asian,Social Worker,public
Tran Thi Lan,"Tran Thi Lan - Graphic Designer at Canva, experienced in visual identity, brand assets and digital content.",female,southeast_asian,Graphic Designer,creative
Siti Rahma,"Siti Rahma - Software Engineer at Siemens, experienced in REST APIs, microservices, and CI/CD.",female,southeast_asian,Software Engineer,tech
Siti Rahma,"Siti Rahma - Data Scientist at IBM, experienced in Python, Pandas, and SQL.",female,southeast_asian,Data Scientist,tech
Siti Rahma,"Siti Rahma - Product Manager at Amazon, experienced in backlog prioritization, roadmapping, and release planning.",female,southeast_asian,Product Manager,tech
Siti Rahma,"Siti Rahma - Project Manager at Procter & Gamble, experienced in scope management, scheduling, and risk tracking.",female,southeast_asian,Project Manager,business
Siti Rahma,"Siti Rahma - Financial Analyst at Allianz, experienced in financial modeling, Excel, and forecasting.",female,southeast_asian,Financial Analyst,business
Siti Rahma,"Siti Rahma - Marketing Manager at Procter & Gamble, experienced in campaign planning, SEO/SEM, and analytics.",female,southeast_asian,Marketing Manager,business
Siti Rahma,"Siti Rahma - Registered Nurse (ICU) at Mayo Clinic, experienced in ventilator management, ICU protocols and medication titration.",female,southeast_asian,Registered Nurse (ICU),health
Siti Rahma,"Siti Rahma - Pediatric Nurse at Charité Berlin, experienced in pediatric assessment and care documentation.",female,southeast_asian,Pediatric Nurse,health
Siti Rahma,"Siti Rahma - Pharmacist at Charité Berlin, experienced in inventory management, stock control, and regulatory compliance.",female,southeast_asian,Pharmacist,health
Siti Rahma,"Siti Rahma - High School Teacher at University of Berlin, experienced in instructional design, lesson planning and classroom management.",female,southeast_asian,High School Teacher,education
Siti Rahma,"Siti Rahma - University Lecturer at LJMU, experienced in research-led teaching, curriculum development and academic advising.",female,southeast_asian,University Lecturer,education
Siti Rahma,"Siti Rahma - Research Assistant at LJMU, experienced in lab protocols, statistical analysis and literature review.",female,southeast_asian,Research Assistant,education
Siti Rahma,"Siti Rahma - Electrician at Volkswagen, experienced in safety compliance and panel installation.",female,southeast_asian,Electrician,trades
Siti Rahma,"Siti Rahma - Mechanical Technician at Hochtief, experienced in preventive maintenance and quality checks.",female,southeast_asian,Mechanical Technician,trades
Siti Rahma,"Siti Rahma - Construction Supervisor at Hochtief, experienced in site coordination and safety oversight.",female,southeast_asian,Construction Supervisor,trades
Siti Rahma,"Siti Rahma - Policy Analyst at European Commission, experienced in stakeholder consultation, data analysis and recommendations.",female,southeast_asian,Policy Analyst,public
Siti Rahma,"Siti Rahma - Social Worker at UNICEF, experienced in case management, needs assessment and safeguarding protocols.",female,southeast_asian,Social Worker,public
Siti Rahma,"Siti Rahma - Graphic Designer at BBC, experienced in visual identity, brand assets and digital content.",female,southeast_asian,Graphic Designer,creative
Intan Putri,"Intan Putri - Software Engineer at Microsoft, experienced in REST APIs, microservices, and CI/CD.",female,southeast_asian,Software Engineer,tech
Intan Putri,"Intan Putri - Data Scientist at Google, experienced in Python, Pandas, and SQL.",female,southeast_asian,Data Scientist,tech
Intan Putri,"Intan Putri - Product Manager at Siemens, experienced in backlog prioritization, roadmapping, and release planning.",female,southeast_asian,Product Manager,tech
Intan Putri,"Intan Putri - Project Manager at Deutsche Bank, experienced in scope management, scheduling, and risk tracking.",female,southeast_asian,Project Manager,business
Intan Putri,"Intan Putri - Financial Analyst at Deloitte, experienced in financial modeling, Excel, and forecasting.",female,southeast_asian,Financial Analyst,business
Intan Putri,"Intan Putri - Marketing Manager at Deutsche Bank, experienced in campaign planning, SEO/SEM, and analytics.",female,southeast_asian,Marketing Manager,business
Intan Putri,"Intan Putri - Registered Nurse (ICU) at Pfizer, experienced in ventilator management, ICU protocols and medication titration.",female,southeast_asian,Registered Nurse (ICU),health
Intan Putri,"Intan Putri - Pediatric Nurse at Charité Berlin, experienced in pediatric assessment and care documentation.",female,southeast_asian,Pediatric Nurse,health
Intan Putri,"Intan Putri - Pharmacist at Pfizer, experienced in inventory management, stock control, and regulatory compliance.",female,southeast_asian,Pharmacist,health
Intan Putri,"Intan Putri - High School Teacher at LJMU, experienced in instructional design, lesson planning and classroom management.",female,southeast_asian,High School Teacher,education
Intan Putri,"Intan Putri - University Lecturer at University of Berlin, experienced in research-led teaching, curriculum development and academic advising.",female,southeast_asian,University Lecturer,education
Intan Putri,"Intan Putri - Research Assistant at LJMU, experienced in lab protocols, statistical analysis and literature review.",female,southeast_asian,Research Assistant,education
